"predictionThreshold","PersonCountAtRisk","PersonCountWithOutcome","averagePredictedProbability","StDevPredictedProbability","MinPredictedProbability","P25PredictedProbability","MedianPredictedProbability","P75PredictedProbability","MaxPredictedProbability","observedIncidence","evaluation"
0.0592727075981523,7294,463,0.0610265106452468,0.000834083387774793,0.0592759587637722,0.0605872129214113,0.0608143746512328,0.0615771071362939,0.0625911670631559,0.063476830271456,"Train"
0.0625911670631559,7319,461,0.0646498378369242,0.00116985320005327,0.0625932983493073,0.063522051739839,0.0645777572677836,0.0656120896108703,0.0667847258832545,0.0629867468233365,"Train"
0.0667847258832545,7263,517,0.0699417188112028,0.00178390201285712,0.0667891148755561,0.0682371579715864,0.0699541873616037,0.0715123701403033,0.0727141463824057,0.0711827068704392,"Train"
0.0727141463824057,7450,628,0.0767815013199076,0.00240568699259725,0.0727161313073007,0.0750133706796697,0.076383551285699,0.0787286950510846,0.0811366367997047,0.0842953020134228,"Train"
0.0811366367997047,7376,667,0.0867928921058614,0.00317714524952263,0.0811410960859438,0.0841359242918908,0.087115578879585,0.0899127237601214,0.0910680160579788,0.0904284164859002,"Train"
0.0910680160579788,8399,797,0.0965573756760557,0.00283770914176127,0.0910681904911578,0.094484396547207,0.0968571806564999,0.0989451767125473,0.100590303587178,0.0948922490772711,"Train"
0.100590303587178,5938,635,0.105043154345976,0.00231009040956245,0.10059571499907,0.102748095470312,0.105305830605802,0.106980841173778,0.108674994391189,0.106938363085214,"Train"
0.108674994391189,12715,1420,0.111987716174183,0.00115970036671064,0.108678902248493,0.112027353659231,0.112611046702192,0.112611046702192,0.112611046702192,0.11167911915061,"Train"
0.112611046702192,1898,225,0.11412712285756,0.000731197184481558,0.112617947305259,0.113792827975682,0.114058897607035,0.114493985134017,0.115655434446781,0.11854583772392,"Train"
0.115655434446781,14579,1964,0.116714027059885,0.00010425804820807,0.115664589383542,0.116731813170312,0.116731813170312,0.116731813170312,0.116731813170312,0.134714315110776,"Train"
0.116731813170312,7244,890,0.12134129279933,0.00230432384099529,0.116732736696883,0.119577332135956,0.122101304514999,0.122159154975674,0.125462673682262,0.122860298177802,"Train"
0.125465156896197,7384,1007,0.127266943303349,0.00121037876781425,0.12549371385641,0.126519834138735,0.126519834138735,0.127483439670634,0.129950701112961,0.136375947995666,"Train"
0.129950701112961,7518,1061,0.132846877739391,0.00154666081246253,0.129954808078869,0.131742595460063,0.132300509749735,0.134572830909191,0.135751881902262,0.141127959563714,"Train"
0.135751881902262,6970,1003,0.139754464656845,0.00232665691982778,0.135771393071774,0.137274956998391,0.139942777302777,0.141550840282985,0.144124243136354,0.14390243902439,"Train"
0.144124243136354,7303,1136,0.148500825329408,0.00277294568298434,0.144140613035264,0.146213442807478,0.14859387731293,0.150628864349823,0.153945808452127,0.155552512666028,"Train"
0.153945808452127,7277,1163,0.159109815957442,0.00367747761309746,0.153946239700875,0.155448964872853,0.15907484239425,0.162185574671932,0.165546151900158,0.159818606568641,"Train"
0.165546151900158,7288,1227,0.174731237944027,0.00550558991927305,0.165549795973733,0.170300671920691,0.174825893352138,0.179483560019136,0.184635090452696,0.168358946212953,"Train"
0.184635090452696,7304,1377,0.200081841365814,0.00994822011661651,0.184635090452696,0.191474743085326,0.198913374488896,0.207825005032451,0.219396191201062,0.188526834611172,"Train"
0.219396191201062,7276,1619,0.27638257890249,0.0596312204819847,0.219396191201062,0.234341784406492,0.256561750971182,0.297478855621516,0.683276165043566,0.222512369433755,"Train"
