"evaluation","predictionThreshold","preferenceThreshold","positiveCount","negativeCount","trueCount","falseCount","truePositiveCount","trueNegativeCount","falsePositiveCount","falseNegativeCount","f1Score","accuracy","sensitivity","falseNegativeRate","falsePositiveRate","specificity","positivePredictiveValue","falseDiscoveryRate","negativePredictiveValue","falseOmissionRate","positiveLikelihoodRatio","negativeLikelihoodRatio","diagnosticOddsRatio"
"Test",0.555159957899627,0.968448830556399,11,242988,9494,233505,3,233497,8,9491,0.000631246712256707,0.960909304153515,0.000315989045713082,0.999684010954287,3.42605083402925e-05,0.99996573949166,0.272727272727273,0.727272727272727,0.960940457965002,0.0390595420349976,9.22312776490415,0.999718261810134,9.22572700453061
"Test",0.551961737179568,0.96805098979177,12,242987,9494,233505,4,233497,8,9490,0.000841573742899221,0.960913419396788,0.000421318727617443,0.999578681272383,3.42605083402925e-05,0.99996573949166,0.333333333333333,0.666666666666667,0.960944412664052,0.039055587335948,12.2975036865389,0.999612928519457,12.3022655426765
"Test",0.55033455292577,0.967846929298605,13,242986,9494,233505,4,233496,9,9490,0.000841485221415799,0.960909304153515,0.000421318727617443,0.999578681272383,3.85430718828291e-05,0.999961456928117,0.307692307692308,0.692307692307692,0.96094425193221,0.0390557480677899,10.9311143880345,0.999617209590347,10.9353003161222
"Test",0.546964712026837,0.967420744041113,14,242985,9494,233505,4,233495,10,9490,0.000841396718552798,0.960905188910242,0.000421318727617443,0.999578681272383,4.28256354253656e-05,0.999957174364575,0.285714285714286,0.714285714285714,0.960944091199045,0.0390559088009548,9.83800294923109,0.999621490697907,9.84172813487882
"Test",0.527018035717305,0.964794777813418,15,242984,9494,233505,4,233494,11,9490,0.000841308234304343,0.96090107366697,0.000421318727617443,0.999578681272383,4.71081989679022e-05,0.999952891801032,0.266666666666667,0.733333333333333,0.960943930464557,0.0390560695354427,8.94363904475554,0.999625771842136,8.94698725931603
"Test",0.525219599130334,0.964548944358713,16,242983,9494,233505,4,233493,12,9490,0.000841219768664564,0.960896958423697,0.000421318727617443,0.999578681272383,5.13907625104387e-05,0.99994860923749,0.25,0.75,0.960943769728747,0.0390562302712535,8.19833579102591,0.999630053023036,8.2013698630137
"Test",0.523592176024804,0.964325140686769,17,242982,9494,233505,5,233493,12,9489,0.00105141415203449,0.96090107366697,0.000526648409521803,0.999473351590478,5.13907625104387e-05,0.99994860923749,0.294117647058824,0.705882352941177,0.960947724522804,0.0390522754771958,10.2479197387824,0.999524717927881,10.2527927073453
"Test",0.52328999855002,0.964283443404727,18,242981,9494,233505,5,233492,13,9489,0.00105130361648444,0.960896958423697,0.000526648409521803,0.999473351590478,5.56733260529753e-05,0.999944326673947,0.277777777777778,0.722222222222222,0.960947563801285,0.0390524361987151,9.45961822041451,0.999528998694322,9.46407581247923
"Test",0.522512921959295,0.96417601022468,19,242980,9494,233505,5,233491,14,9489,0.00105119310417324,0.960892843180425,0.000526648409521803,0.999473351590478,5.99558895955119e-05,0.999940044110404,0.263157894736842,0.736842105263158,0.960947403078443,0.0390525969215573,8.78393120467062,0.999533279497431,8.78803275973684
"Test",0.521584163487198,0.964047218183355,20,242979,9494,233505,5,233490,15,9489,0.00105108261509355,0.960888727937152,0.000526648409521803,0.999473351590478,6.42384531380484e-05,0.999935761546862,0.25,0.75,0.960947242354278,0.0390527576457225,8.19833579102591,0.999537560337208,8.20212878069343
"Test",0.516324453345411,0.963309769110681,21,242978,9494,233505,6,233490,15,9488,0.00126116657908565,0.960892843180425,0.000631978091426164,0.999368021908574,6.42384531380484e-05,0.999935761546862,0.285714285714286,0.714285714285714,0.960951197227733,0.0390488027722674,9.83800294923109,0.999432223888653,9.84359190556492
"Test",0.51513027864001,0.963140399026508,22,242977,9494,233505,6,233489,16,9488,0.00126103404791929,0.960888727937152,0.000631978091426164,0.999368021908574,6.8521016680585e-05,0.999931478983319,0.272727272727273,0.727272727272727,0.96095103651786,0.0390489634821403,9.22312776490415,0.999436504313957,9.22832788785835
"Test",0.512646231939098,0.962785751278827,23,242976,9494,233505,7,233489,16,9487,0.00147105180203846,0.960892843180425,0.000737307773330524,0.99926269222667,6.8521016680585e-05,0.999931478983319,0.304347826086957,0.695652173913043,0.960954991439484,0.0390450085605163,10.7603157257215,0.999331167414261,10.7675173922209
"Test",0.511923205160483,0.96268192738501,24,242975,9494,233505,7,233488,17,9487,0.00147089724732087,0.960888727937152,0.000737307773330524,0.99926269222667,7.28035802231216e-05,0.999927196419777,0.291666666666667,0.708333333333333,0.960954830743904,0.0390451692560963,10.1273559771497,0.999335447425086,10.134090613161
"Test",0.508959897567746,0.962253562618377,25,242974,9494,233505,7,233487,18,9487,0.00147074272507616,0.960884612693879,0.000737307773330524,0.99926269222667,7.70861437656581e-05,0.999922913856234,0.28,0.72,0.960954670047001,0.0390453299529991,9.56472508953023,0.999339727472572,9.57104458733003
"Test",0.506193951998159,0.961849551952313,26,242973,9494,233505,7,233486,19,9487,0.00147058823529412,0.960880497450607,0.000737307773330524,0.99926269222667,8.13687073081947e-05,0.999918631292692,0.269230769230769,0.730769230769231,0.960954509348775,0.0390454906512246,9.06131850587074,0.999344007556721,9.06726656421807
"Test",0.505715886512026,0.961779309532836,27,242972,9494,233505,8,233486,19,9486,0.00168049574624514,0.960884612693879,0.000842637455234885,0.999157362544765,8.13687073081947e-05,0.999918631292692,0.296296296296296,0.703703703703704,0.960958464349802,0.0390415356501984,10.355792578138,0.999238669303579,10.3636827679572
"Test",0.504078530596851,0.961537800637851,28,242971,9494,233505,8,233485,20,9486,0.00168031926065953,0.960880497450607,0.000842637455234885,0.999157362544765,8.56512708507312e-05,0.999914348729149,0.285714285714286,0.714285714285714,0.96095830366587,0.0390416963341304,9.83800294923109,0.999242948973233,9.84545646215476
"Test",0.498987304151434,0.960777514708548,29,242970,9494,233505,8,233484,21,9486,0.00168014281213903,0.960876382207334,0.000842637455234885,0.999157362544765,8.99338343932678e-05,0.999910066165607,0.275862068965517,0.724137931034483,0.960958142980615,0.0390418570193851,9.36952661831533,0.999247228679547,9.3765850426192
"Test",0.498321595234592,0.960677044233243,30,242969,9494,233505,8,233483,22,9486,0.00167996640067199,0.960872266964062,0.000842637455234885,0.999157362544765,9.42163979358044e-05,0.999905783602064,0.266666666666667,0.733333333333333,0.960957982294038,0.0390420177059625,8.94363904475554,0.999251508422521,8.95033829758687
"Test",0.495037615443516,0.960177775150595,31,242968,9494,233505,8,233482,23,9486,0.00167979002624672,0.960868151720789,0.000842637455234885,0.999157362544765,9.84989614783409e-05,0.999901501038522,0.258064516129032,0.741935483870968,0.960957821606137,0.0390421783938626,8.55478517324443,0.999255788202154,8.56115648690519
"Test",0.490984949749196,0.959553166297842,32,242967,9494,233505,8,233481,24,9486,0.00167961368885156,0.960864036477516,0.000842637455234885,0.999157362544765,0.000102781525020877,0.999897218474979,0.25,0.75,0.960957660916915,0.0390423390830854,8.19833579102591,0.999260068018448,8.20440649378031
"Test",0.490858290962123,0.959533492271976,33,242966,9494,233505,8,233480,25,9486,0.00167943738847486,0.960859921234244,0.000842637455234885,0.999157362544765,0.000107064088563414,0.999892935911437,0.242424242424242,0.757575757575758,0.960957500226369,0.0390424997736309,7.87040235938487,0.999264347871404,7.87619650010542
"Test",0.490590479590533,0.959491862096301,34,242965,9494,233505,8,233479,26,9486,0.00167926112510495,0.960855805990971,0.000842637455234885,0.999157362544765,0.000111346652105951,0.999888653347894,0.235294117647059,0.764705882352941,0.960957339534501,0.0390426604654991,7.56769457633161,0.999268627761021,7.57323342902091
"Test",0.4905292404511,0.959482336846256,35,242964,9494,233505,8,233478,27,9486,0.00167908489873019,0.960851690747698,0.000842637455234885,0.999157362544765,0.000115629215648487,0.999884370784352,0.228571428571429,0.771428571428571,0.96095717884131,0.0390428211586902,7.28740959202303,0.9992729076873,7.29271206690562
"Test",0.489448457247396,0.959313868826014,36,242963,9494,233505,8,233477,28,9486,0.00167890870933893,0.960847575504426,0.000842637455234885,0.999157362544765,0.000119911779191024,0.999880088220809,0.222222222222222,0.777777777777778,0.960957018146796,0.039042981853204,7.02714496373649,0.999277187650241,7.03222794494142
"Test",0.487943411568255,0.959078124629387,37,242962,9494,233505,8,233476,29,9486,0.00167873255691953,0.960843460261153,0.000842637455234885,0.999157362544765,0.00012419434273356,0.999875805657266,0.216216216216216,0.783783783783784,0.960956857450959,0.0390431425490406,6.78482962015937,0.999281467649846,6.78970824518165
"Test",0.482354416052515,0.958190851983944,38,242961,9494,233505,9,233476,29,9485,0.00188837599664289,0.960847575504426,0.000947967137139246,0.999052032862861,0.00012419434273356,0.999875805657266,0.236842105263158,0.763157894736842,0.960960812640712,0.0390391873592881,7.6329333226793,0.999176124884966,7.63922709177831
"Test",0.482337337892906,0.958188111799677,39,242960,9494,233505,10,233476,29,9484,0.00209797545368719,0.960851690747698,0.00105329681904361,0.998946703180956,0.00012419434273356,0.999875805657266,0.256410256410256,0.743589743589744,0.960964767863023,0.0390352321369773,8.48103702519922,0.999070782120086,8.48892508617054
"Test",0.48189946948988,0.958117795014899,40,242959,9494,233505,11,233476,29,9483,0.00230753094189218,0.960855805990971,0.00115862650094797,0.998841373499052,0.00012419434273356,0.999875805657266,0.275,0.725,0.960968723117892,0.0390312768821077,9.32914072771914,0.998965439355206,9.33880228503275
"Test",0.478637480870429,0.957590236122598,41,242958,9494,233505,11,233475,30,9483,0.00230728893550079,0.960851690747698,0.00115862650094797,0.998841373499052,0.000128476906276097,0.999871523093724,0.268292682926829,0.731707317073171,0.960968562467587,0.039031437532413,9.0181693701285,0.998969718037889,9.02747020984921
"Test",0.47608543227891,0.957172866848887,42,242957,9494,233505,11,233474,31,9483,0.00230704697986577,0.960847575504426,0.00115862650094797,0.998841373499052,0.000132759469818633,0.999867240530181,0.261904761904762,0.738095238095238,0.960968401815959,0.0390315981840408,8.72726068076952,0.998973996757224,8.73622407500009
"Test",0.474778105578809,0.956957467387591,43,242956,9494,233505,11,233473,32,9483,0.00230680507497117,0.960843460261153,0.00115862650094797,0.998841373499052,0.00013704203336117,0.999862957966639,0.255813953488372,0.744186046511628,0.960968241163009,0.0390317588369911,8.45453378449547,0.998978275513212,8.46318082357904
"Test",0.47392436511648,0.956816213519516,44,242955,9494,233505,11,233472,33,9483,0.00230656322080101,0.960839345017881,0.00115862650094797,0.998841373499052,0.000141324596903707,0.999858675403096,0.25,0.75,0.960968080508736,0.0390319194912638,8.19833579102591,0.998982554305853,8.20668564800169
"Test",0.468141280176101,0.955846946307916,45,242954,9494,233505,11,233471,34,9483,0.00230632141733934,0.960835229774608,0.00115862650094797,0.998841373499052,0.000145607160446243,0.999854392839554,0.244444444444444,0.755555555555556,0.960967919853141,0.0390320801468591,7.95720826776044,0.998986833135148,7.96527842392889
"Test",0.466424519175928,0.955554969333975,46,242953,9494,233505,11,233470,35,9483,0.00230607966457023,0.960831114531336,0.00115862650094797,0.998841373499052,0.00014988972398878,0.999850110276011,0.239130434782609,0.760869565217391,0.960967759196223,0.0390322408037769,7.72985946011014,0.998991112001097,7.73766589837454
"Test",0.466145930067774,0.955507402566578,47,242952,9494,233505,11,233469,36,9483,0.00230583796247773,0.960826999288063,0.00115862650094797,0.998841373499052,0.000154172287531316,0.999845827712469,0.234042553191489,0.765957446808511,0.960967598537983,0.0390324014620172,7.51514114177375,0.998995390903701,7.52269851312876
"Test",0.465037673897115,0.955317659887306,48,242951,9494,233505,11,233468,37,9483,0.0023055963110459,0.96082288404479,0.00115862650094797,0.998841373499052,0.000158454851073853,0.999841545148926,0.229166666666667,0.770833333333333,0.96096743787842,0.0390325621215801,7.31202921902311,0.99899966984296,7.31935098654491
"Test",0.463256272968857,0.955010926241073,49,242950,9494,233505,11,233467,38,9483,0.00230535471025883,0.960818768801518,0.00115862650094797,0.998841373499052,0.000162737414616389,0.999837262585384,0.224489795918367,0.775510204081633,0.960967277217534,0.0390327227824655,7.11960739746987,0.999003948818874,7.12670596136022
"Test",0.463256272968857,0.955010926241073,50,242949,9494,233505,11,233466,39,9483,0.00230511316010059,0.960814653558245,0.00115862650094797,0.998841373499052,0.000167019978158926,0.999832980021841,0.22,0.78,0.960967116555326,0.0390328834446736,6.93705336163731,0.999008227831445,6.94394016823628
"Test",0.4630587367012,0.954976779941395,51,242948,9494,233505,11,233465,40,9483,0.00230487166055526,0.960810538314973,0.00115862650094797,0.998841373499052,0.000171302541701462,0.999828697458298,0.215686274509804,0.784313725490196,0.960966955891796,0.0390330441082042,6.76362702759638,0.999012506880672,6.77031266476853
"Test",0.4615816571792,0.954720602194412,52,242947,9494,233505,11,233464,41,9483,0.00230463021160696,0.9608064230717,0.00115862650094797,0.998841373499052,0.000175585105243999,0.999824414894756,0.211538461538462,0.788461538461538,0.960966795226943,0.0390332047730575,6.59866051472817,0.999016785966556,6.60515479561629
"Test",0.461377936855184,0.954685152009976,53,242946,9494,233505,11,233463,42,9483,0.00230438881323976,0.960802307828427,0.00115862650094797,0.998841373499052,0.000179867668786536,0.999820132331213,0.207547169811321,0.792452830188679,0.960966634560767,0.0390333654392334,6.44154955009179,0.999021065089098,6.44786158689987
"Test",0.461250999931034,0.954663048708292,54,242945,9494,233505,11,233462,43,9483,0.00230414746543779,0.960798192585155,0.00115862650094797,0.998841373499052,0.000184150232329072,0.999815849767671,0.203703703703704,0.796296296296296,0.960966473893268,0.039033526106732,6.29174607218268,0.999025344248298,6.29788434137955
"Test",0.460487576059119,0.9545298796951,55,242944,9494,233505,11,233461,44,9483,0.00230390616818515,0.960794077341882,0.00115862650094797,0.998841373499052,0.000188432795871609,0.999811567204128,0.2,0.8,0.960966313224447,0.0390336867755532,6.14875184326943,0.999029623444156,6.1547242433829
"Test",0.460127055650895,0.954466851105866,56,242943,9494,233505,11,233460,45,9483,0.00230366492146597,0.960789962098609,0.00115862650094797,0.998841373499052,0.000192715359414145,0.999807284640586,0.196428571428571,0.803571428571429,0.960966152554303,0.0390338474456971,6.012112913419,0.999033902676673,6.01792681640831
"Test",0.455509639851602,0.953651532702212,57,242942,9494,233505,11,233459,46,9483,0.00230342372526437,0.960785846855337,0.00115862650094797,0.998841373499052,0.000196997922956682,0.999803002077043,0.192982456140351,0.807017543859649,0.960965991882836,0.0390340081171638,5.88141480660555,0.99903818194585,5.88707710365001
"Test",0.454696704417216,0.953506420794637,58,242941,9494,233505,11,233458,47,9483,0.00230318257956449,0.960781731612064,0.00115862650094797,0.998841373499052,0.000201280486499218,0.999798719513501,0.189655172413793,0.810344827586207,0.960965831210047,0.0390341687899531,5.75627832135862,0.999042461251686,5.76179546377504
"Test",0.453437204300433,0.95328065575047,59,242940,9494,233505,11,233457,48,9483,0.00230294148435047,0.960777616368792,0.00115862650094797,0.998841373499052,0.000205563050041755,0.999794436949958,0.186440677966102,0.813559322033898,0.960965670535935,0.0390343294640652,5.63635585633031,0.999046740594183,5.6417338922282
"Test",0.453219263986708,0.953241473550913,60,242939,9494,233505,12,233457,48,9482,0.00251203684320703,0.960781731612064,0.00126395618285233,0.998736043817148,0.000205563050041755,0.999794436949958,0.2,0.8,0.960969626120137,0.0390303738798628,6.14875184326943,0.998941389255936,6.15526787597553
"Test",0.450041495524223,0.952666221640918,61,242938,9494,233505,12,233456,49,9482,0.00251177394034537,0.960777616368792,0.00126395618285233,0.998736043817148,0.000209845613584292,0.999790154386416,0.19672131147541,0.80327868852459,0.960969465460323,0.0390305345396768,6.02326711177414,0.998945668183825,6.02962433655175
"Test",0.449049960320385,0.952485207307266,62,242937,9494,233505,12,233455,50,9482,0.00251151109250733,0.960773501125519,0.00126395618285233,0.998736043817148,0.000214128177126828,0.999785871822873,0.193548387096774,0.806451612903226,0.960969304799187,0.0390306952008134,5.90280176953866,0.998949947148371,5.90900653870492
"Test",0.446414400004817,0.952000489967031,63,242936,9494,233505,12,233454,51,9482,0.00251124829967563,0.960769385882246,0.00126395618285233,0.998736043817148,0.000218410740669365,0.999781589259331,0.19047619047619,0.80952380952381,0.960969144136727,0.0390308558632726,5.78706055837123,0.998954226149576,5.79311885057756
"Test",0.446387180917873,0.951995456714345,64,242935,9494,233505,12,233453,52,9482,0.00251098556183302,0.960765270638974,0.00126395618285233,0.998736043817148,0.000222693304211901,0.999777306695788,0.1875,0.8125,0.960968983472945,0.0390310165270546,5.67577093224871,0.998958505187438,5.68168838122434
"Test",0.44615479027356,0.95195246106175,65,242934,9494,233505,12,233452,53,9482,0.00251072287896223,0.960761155395701,0.00126395618285233,0.998736043817148,0.000226975867754438,0.999773024132246,0.184615384615385,0.815384615384615,0.960968822807841,0.0390311771921592,5.56868091465911,0.99896278426196,5.57446283524294
"Test",0.446070858156003,0.951936922341639,66,242933,9494,233505,12,233451,54,9482,0.00251046025104603,0.960757040152429,0.00126395618285233,0.998736043817148,0.000231258431296974,0.999768741568703,0.181818181818182,0.818181818181818,0.960968662141414,0.0390313378585865,5.46555719401727,0.998967063373141,5.47120860577937
"Test",0.443404484889626,0.951440490239598,67,242932,9494,233505,12,233450,55,9482,0.00251019767806715,0.960752924909156,0.00126395618285233,0.998736043817148,0.000235540994839511,0.999764459005161,0.17910447761194,0.82089552238806,0.960968501473663,0.0390314985263366,5.36618342685332,0.998971342520981,5.37170907556902
"Test",0.442857116359573,0.951337904831846,68,242931,9494,233505,12,233449,56,9482,0.00250993516000837,0.960748809665883,0.00126395618285233,0.998736043817148,0.000239823558382048,0.999760176441618,0.176470588235294,0.823529411764706,0.960968340804591,0.0390316591954094,5.27035872280237,0.998975621705482,5.27576310000904
"Test",0.441796224916937,0.951138416781833,69,242930,9494,233505,12,233448,57,9482,0.00250967269685245,0.960744694422611,0.00126395618285233,0.998736043817148,0.000244106121924584,0.999755893878075,0.173913043478261,0.826086956521739,0.960968180134195,0.039031819865805,5.177896289069,0.998979900926643,5.1831836499073
"Test",0.440829020640099,0.950955782155624,70,242929,9494,233505,13,233448,57,9481,0.0027185278126307,0.960748809665883,0.00136928586475669,0.998630714135243,0.000244106121924584,0.999755893878075,0.185714285714286,0.814285714285714,0.960972135891557,0.0390278641084432,5.60938764649141,0.998874545526841,5.6157078700337
"Test",0.440130520782337,0.950823430950278,72,242927,9494,233505,13,233446,59,9481,0.00271795943968221,0.960740579179338,0.00136928586475669,0.998630714135243,0.000252671249009657,0.99974732875099,0.180555555555556,0.819444444444444,0.960971814578042,0.039028185421958,5.41923891271204,0.998883103176538,5.42529841127393
"Test",0.438259853122266,0.950467083657996,73,242926,9494,233505,13,233445,60,9481,0.00271767534232257,0.960736463936066,0.00136928586475669,0.998630714135243,0.000256953812552194,0.999743046187448,0.178082191780822,0.821917808219178,0.960971653919301,0.0390283460806995,5.32891826416684,0.998887382056373,5.33485391836304
"Test",0.437773313270386,0.950373946690682,74,242925,9494,233505,14,233445,60,9480,0.00292642140468227,0.960740579179338,0.00147461554666105,0.998525384453339,0.000256953812552194,0.999743046187448,0.189189189189189,0.810810810810811,0.960975609756098,0.0390243902439024,5.73883505371814,0.998782025302649,5.74583333333333
"Test",0.437450191705922,0.950311988058543,75,242924,9494,233505,14,233444,61,9480,0.00292611558156547,0.960736463936066,0.00147461554666105,0.998525384453339,0.00026123637609473,0.999738763623905,0.186666666666667,0.813333333333333,0.960975449111656,0.0390245508883437,5.64475579054243,0.998786303767828,5.6516151345369
"Test",0.437392629143226,0.950300941666319,76,242923,9494,233505,14,233443,62,9480,0.00292580982236155,0.960732348692793,0.00147461554666105,0.998525384453339,0.000265518939637267,0.999734481060363,0.184210526315789,0.815789473684211,0.960975288465893,0.0390247115341075,5.55371134230787,0.998790582269663,5.56043623247584
"Test",0.434679122587624,0.949777188609796,77,242922,9494,233505,14,233442,63,9480,0.00292550412705046,0.96072823344952,0.00147461554666105,0.998525384453339,0.000269801503179803,0.99973019849682,0.181818181818182,0.818181818181818,0.960975127818806,0.039024872181194,5.46555719401727,0.998794860808153,5.47215189873418
"Test",0.434519988527576,0.949746288004656,78,242921,9494,233505,14,233441,64,9480,0.0029251984956122,0.960724118206248,0.00147461554666105,0.998525384453339,0.00027408406672234,0.999725915933278,0.179487179487179,0.82051282051282,0.960974967170397,0.039025032829603,5.38015786286075,0.9987991393833,5.38662645042194
"Test",0.433868861889094,0.949619637315902,79,242920,9494,233505,14,233440,65,9480,0.00292489292802674,0.960720002962975,0.00147461554666105,0.998525384453339,0.000278366630264877,0.999721633369735,0.177215189873418,0.822784810126582,0.960974806520665,0.0390251934793348,5.29738620343213,0.998803417995103,5.30373255436546
"Test",0.433356441733378,0.949519722662849,80,242919,9494,233505,15,233440,65,9479,0.00313348652600794,0.960724118206248,0.00157994522856541,0.998420054771435,0.000278366630264877,0.999721633369735,0.1875,0.8125,0.960978762468148,0.0390212375318522,5.67577093224871,0.998698058984766,5.68317008447824
"Test",0.430844263627445,0.949026752830802,81,242918,9494,233505,15,233439,66,9479,0.0031331592689295,0.960720002962975,0.00157994522856541,0.998420054771435,0.000282649193807413,0.999717350806193,0.185185185185185,0.814814814814815,0.960978601832717,0.0390213981672828,5.58977440297221,0.998702337181893,5.59703747038909
"Test",0.429860803357765,0.948832337891214,82,242917,9494,233505,15,233438,67,9479,0.0031328320802005,0.960715887719703,0.00157994522856541,0.998420054771435,0.00028693175734995,0.99971306824265,0.182926829268293,0.817073170731707,0.960978441195964,0.0390215588040359,5.50634493427113,0.998706615415673,5.51347597910857
"Test",0.429844040445118,0.948829017102804,83,242916,9494,233505,15,233437,68,9479,0.00313250495979952,0.96071177247643,0.00157994522856541,0.998420054771435,0.000291214320892486,0.999708785679107,0.180722891566265,0.819277108433735,0.960978280557888,0.0390217194421117,5.42536927347303,0.998710893686107,5.43237217874807
"Test",0.428004748294837,0.948463209514197,84,242915,9494,233505,15,233436,69,9479,0.00313217790770516,0.960707657233157,0.00157994522856541,0.998420054771435,0.000295496884435023,0.999704503115565,0.178571428571429,0.821428571428571,0.96097811991849,0.03902188008151,5.34674073327777,0.998715171993196,5.35361921318062
"Test",0.426890752457202,0.948240258138724,85,242914,9494,233505,16,233436,69,9478,0.00334064098548909,0.96071177247643,0.00168527491046977,0.99831472508953,0.000295496884435023,0.999704503115565,0.188235294117647,0.811764705882353,0.96098207596104,0.0390179240389603,5.70319011549629,0.998609811177499,5.7111296641192
"Test",0.424071600727832,0.947671285125325,86,242913,9494,233505,16,233435,70,9478,0.00334029227557411,0.960707657233157,0.00168527491046977,0.99831472508953,0.000299779447977559,0.999700220552022,0.186046511627907,0.813953488372093,0.960981915335943,0.0390180846640567,5.6217159709892,0.998614089069894,5.62951798149097
"Test",0.423923961204323,0.947641298318346,87,242912,9494,233505,16,233434,71,9478,0.0033399436384511,0.960703541989885,0.00168527491046977,0.99831472508953,0.000304062011520096,0.99969593798848,0.183908045977011,0.816091954022989,0.960981754709524,0.0390182452904756,5.54253687280625,0.998618366998941,5.55020521950016
"Test",0.423303107958459,0.947514989798614,88,242911,9494,233505,17,233434,71,9477,0.00354831976622834,0.960707657233157,0.00179060459237413,0.998209395407626,0.000304062011520096,0.99969593798848,0.193181818181818,0.806818181818182,0.960985710815896,0.0390142891841045,5.88894542735664,0.99851300528054,5.89771529886293
"Test",0.421744838081907,0.947196481574441,89,242910,9494,233505,18,233434,71,9476,0.00375665240530105,0.96071177247643,0.00189593427427849,0.998104065725722,0.000304062011520096,0.99969593798848,0.202247191011236,0.797752808988764,0.960989666954839,0.0390103330451608,6.23535398190703,0.99840764356214,6.24529872353581
"Test",0.420777953244036,0.946997774158956,90,242909,9494,233505,18,233433,72,9476,0.00375626043405676,0.960707657233157,0.00189593427427849,0.998104065725722,0.000308344575062632,0.999691655424937,0.2,0.8,0.960989506358348,0.0390104936416518,6.14875184326943,0.998411920625124,6.15853208104685
"Test",0.419509406126799,0.946735809486242,91,242908,9494,233505,19,233433,72,9475,0.00396452790818988,0.96071177247643,0.00200126395618285,0.997998736043817,0.000308344575062632,0.999691655424937,0.208791208791209,0.791208791208791,0.96099346254549,0.0390065374545095,6.49034916789551,0.998306558455366,6.50135883905013
"Test",0.418923986475263,0.94661442998909,92,242907,9494,233505,19,233432,73,9475,0.00396411433340288,0.960707657233157,0.00200126395618285,0.997998736043817,0.000312627138605169,0.999687372861395,0.206521739130435,0.793478260869565,0.960993301963303,0.0390066980366972,6.40144027518461,0.998310835103634,6.4122716593776
"Test",0.417748842010347,0.946369846106716,93,242906,9494,233505,20,233432,73,9474,0.00417231667883592,0.96071177247643,0.00210659363808721,0.997893406361913,0.000312627138605169,0.999687372861395,0.21505376344086,0.78494623655914,0.960997258198645,0.0390027418013553,6.73835818440486,0.998205472482515,6.75047209233056
